Caloric Value,Fat,Saturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Calcium,Magnesium,Potassium,Iron,Zinc,Phosphorus,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Water
674,45.68714125,9.510931783,190.9192042,25.54124666,81.33086061,13.29375924,233.1147857,2037.82475,208.8440871,369.0089952,2943.687163,2.583009363,6.103707183,316.7797543,4121.143646,230.0704728,45.36792646,2.494330845,54.65583335
340,20.67149602,7.8937358,141.0126268,50.20204467,93.2766651,34.12528811,258.6608921,2548.317312,1037.978521,14.68118064,3413.093656,5.157480628,6.593619226,356.0920963,284.7172131,289.6256437,28.16685053,7.458708301,84.22508477
663,28.12952701,8.111394891,180.1164543,113.7559743,43.48475598,35.62486362,94.16264902,1006.771663,625.0669981,225.5978015,3417.046525,19.01098285,8.650607798,611.0665934,1899.131166,223.4386874,39.92387302,44.44289021,46.19407437
195,40.26438557,6.606586025,58.72412025,78.38849307,91.0805452,30.89036344,161.4068116,2045.627061,826.1271835,298.8587966,321.9409757,6.449443893,0.585038554,705.4120334,2757.269881,213.2749566,39.38866852,37.83230858,19.21550165
584,22.8444252,2.010236551,223.693386,31.52730985,35.54209162,16.33246232,252.0324235,1803.013391,324.9263417,199.1570151,2894.253697,3.792756143,1.638393093,972.4413943,825.6939133,369.0344736,29.39982062,21.72055204,15.53551628
506,32.99390151,1.428974434,260.2111525,131.7966816,50.2615137,14.28371643,296.8353393,1829.292854,921.7464842,43.30718176,2297.453774,9.483119437,13.27824198,204.1997858,3756.937682,346.0793748,27.58938083,26.34036775,14.62009342
330,43.80636689,24.70533735,72.85454203,132.0576964,26.47275479,30.28574585,266.8557933,2063.470756,924.0063767,389.2599421,2300.963257,6.488210996,1.629245342,805.1684657,140.9380504,418.3029282,86.24523071,19.12994541,44.21351278
270,47.72842806,11.26655521,37.7572211,130.7161853,65.84522401,43.43868605,111.4401788,1747.309561,409.4877286,212.0240682,536.3897505,1.18560538,10.74865215,355.6751824,926.1353373,132.4799008,7.916330148,37.29821349,40.35139758
640,11.61830664,10.22383953,16.85518995,36.5806355,98.00320594,47.38995272,58.54995517,1315.733989,522.285028,249.5326353,2310.636366,6.801331737,13.84055338,903.565245,2945.904466,308.6689698,68.08350703,39.42517178,74.61433213
135,46.69644313,17.31153478,196.1717351,68.23466228,62.33184412,6.189384416,146.8177612,863.9719484,291.143819,102.2778153,3440.440774,11.11011817,4.424912262,992.3664572,3600.499054,296.7454448,18.10918509,38.40097432,76.85393514
624,27.14523319,6.238093309,186.0572705,147.7634588,38.99233799,8.586602017,222.4924356,2317.314926,1173.045177,198.5642532,3200.183136,11.25839125,5.872125837,879.3929592,4591.551203,191.1715273,35.10608345,36.40797452,14.5768572
259,16.62099747,23.79906841,168.5422497,116.029859,66.54265737,47.29207668,147.7707212,717.5036685,792.4429636,177.3683019,1593.044247,7.452898963,8.749360385,1133.613715,3556.933594,248.1681955,7.092760379,11.0207126,29.90109366
342,25.66110903,19.87228035,77.26465787,5.047945763,16.67746445,37.09022619,144.954259,2092.445203,1124.725463,39.20937838,235.8231092,9.222403747,13.28478006,569.8529419,3391.718424,163.7532502,27.72739005,17.56052898,34.68356651
185,49.10146589,3.145864055,123.3627388,10.7154841,89.42261263,44.26669742,251.4691263,738.3318268,398.8933752,51.40253788,1331.797866,19.32759941,14.15763102,1171.149228,2032.271617,79.50375483,77.07368604,24.02242631,59.28507857
677,27.16781423,11.02193862,182.3981372,70.12577515,52.79297532,10.92899907,108.4211337,1894.724001,949.1745499,336.6142827,2909.727059,7.858295306,11.2236671,705.8739144,106.2936851,114.7625932,88.61651713,17.20885658,23.00637015
656,19.79382246,22.09883938,154.0623891,136.4738107,47.68822549,29.79170768,257.9384024,2253.880888,930.7374405,103.5297814,2485.096945,5.535422859,1.755986532,777.8582977,688.7803678,61.70168674,22.93118804,37.99206981,22.05470975
673,33.50303844,23.67356853,296.4578009,81.26656789,60.6571549,35.35584013,122.0414403,695.2059723,845.4039996,86.03372588,1661.768429,5.247607359,10.20273526,1007.342978,2719.317269,344.7040918,46.89123609,17.13832269,94.94100003
127,15.80655285,12.21763627,49.56752824,75.1740637,64.35446696,34.32548239,98.4699317,226.8327375,1160.484822,206.915466,287.3452195,9.426409948,6.449403967,125.7017376,3408.136441,333.7564226,47.56208075,7.773372252,82.37826166
655,8.413849765,15.72187334,211.5919207,16.71558129,11.81870159,20.99943285,136.1969734,436.3725418,502.5886365,309.8113812,1551.442075,15.3106429,7.325164493,1015.59191,2145.496591,475.7971221,87.48395527,20.55298215,26.25894119
439,10.79958749,5.008814706,127.2524428,98.8602356,69.84863602,1.754349693,228.7340876,1837.691053,200.3249221,34.15914225,1694.684795,4.516769592,1.21265166,966.0192087,3680.327156,367.5424227,76.51710623,49.01580721,46.59110271
430,10.76206275,24.78804703,134.1778883,123.4933709,27.98350963,29.56337678,37.80060836,2555.866898,822.4651881,234.9550887,3257.088812,14.33127448,3.270401021,533.7859635,2657.125247,35.50246099,51.79464462,12.06818923,42.00597993
605,11.83562121,6.560120833,218.103352,57.68258112,72.82550009,13.40197542,58.92576476,182.7406226,888.7062705,56.49207271,2279.692752,0.912421555,11.96244731,220.1119989,463.4633584,443.2801352,67.40397285,30.99577429,81.19036667
447,11.24722277,23.62556258,210.8064839,116.5661658,83.14080547,23.06245806,285.4334477,2215.746214,711.3196595,24.21980982,1159.619917,8.669193071,7.082403079,227.3096299,1040.87963,432.7108298,84.88815034,22.21567944,55.91916248
572,33.83936352,16.59151958,297.4642382,144.7070214,81.37605822,47.92146974,52.64748821,1056.890006,287.8405771,30.57014134,1886.082099,15.62936877,4.874102504,1392.513246,4215.991294,227.2269572,1.944356449,4.480203815,21.50647633
330,13.1846038,15.58568308,47.23434394,31.36120241,57.4875919,20.55273056,170.3181954,1461.658691,630.1243329,335.3240022,324.5880466,7.105292638,6.068276572,1064.99105,3652.072458,297.0728948,40.88611307,24.90595369,76.50928568
289,20.55502775,13.30452426,40.19179832,78.97611505,54.41613977,42.15027873,173.79434,2790.135672,409.0181971,56.00926861,3406.732001,11.49287348,12.88879294,277.9436593,4484.333736,488.2783829,90.81707356,35.4060521,45.71991804
324,45.35547845,6.536075481,220.058257,43.78355575,18.57321633,10.23848968,146.8873386,1029.315939,541.5865074,27.60903212,1324.203667,4.49709504,11.36048575,599.412437,676.0305207,270.8291383,74.29099005,26.14777882,33.66318229
484,26.32827381,5.236672768,177.7322059,119.1353084,78.65788429,33.9505644,193.4235746,1422.743955,792.0013622,180.780956,1724.749007,14.96891013,4.448573259,929.4761915,4952.09042,453.6076959,54.74129606,43.73319712,43.79487598
476,35.04009823,6.291669018,89.5065933,87.06141152,30.78389114,48.87334077,68.94801774,90.36312354,906.9969541,339.1574541,1307.965512,1.519442514,2.203776683,1269.800387,1126.092898,50.68899133,53.43480818,15.15791382,54.79809072
382,12.7543942,5.474518291,33.03161701,95.55278021,52.18606517,5.992761943,165.7986803,290.716224,317.0583945,112.3392668,2420.539882,17.12458158,4.153974214,161.1253002,157.7213938,103.6154157,35.42923966,5.226209394,40.88039648
358,13.65300585,19.71002737,34.84089238,119.8892098,32.00603883,1.407677169,111.6519766,812.8451938,516.1241647,174.4679208,2351.589338,4.364829535,13.85096854,431.2863841,4987.372401,225.9699223,52.53153283,46.89171497,31.77151953
458,6.839087732,9.40300622,269.3153537,59.99960043,17.71369448,22.24555684,198.5001779,132.1641104,359.5358066,25.5697877,2532.095856,17.55076162,8.933038149,1345.648586,1477.262039,296.5308361,65.88293675,19.53162113,45.86518259
555,12.60207784,2.388224238,65.64152417,137.3484202,64.8079812,5.53864867,42.36706301,1912.557212,278.4263559,185.1406205,1011.686981,7.374320205,8.235463027,112.8317703,3373.295317,409.9516474,42.4179408,29.24387202,11.72556197
510,17.53656526,24.25846312,103.777753,80.42130122,10.16154331,37.67083313,171.2632251,1307.875153,950.895303,235.2691014,1173.272836,14.5923297,9.147707196,381.9587439,965.7433395,494.2484364,71.70116149,39.80815318,79.52480615
417,12.96547179,22.21086124,75.73035665,24.5352686,76.12129724,45.81288453,55.58110661,1667.028348,1095.640599,232.653751,525.8541857,6.724893307,5.807409853,1442.633846,2943.119808,200.5372333,86.2619905,16.89136953,25.38504042
324,8.991614019,23.2660548,112.9489287,104.6889686,35.17074555,22.26702766,83.59291893,565.2091984,475.7670135,139.6464099,2328.733904,18.16527759,12.20305179,958.7625851,4529.771434,33.23366171,16.31379997,36.09206237,13.95141523
333,10.4286142,24.87778774,30.1329144,119.1959412,5.012795835,13.67687047,65.6129401,922.9994868,913.970763,133.0579405,235.3102329,2.969423948,8.087650615,466.3399133,1668.88772,402.5740366,45.70315526,7.635523641,68.83288236
473,25.73504456,5.173485981,160.5273394,48.19748988,53.55726823,22.28576263,54.85133396,2008.282201,1081.544583,51.58321139,2132.119941,3.981135891,2.19284459,193.7875322,3384.244483,306.1465524,41.39398904,15.27339361,79.65425159
571,14.28501733,10.50980845,29.60764344,128.7197093,9.45093131,36.44894307,247.7132855,2897.643035,1023.042842,153.0513451,3056.966008,10.11408744,2.37144431,139.4678766,1020.727585,107.2860008,69.0590156,8.090821171,83.24462184
332,21.39214375,19.19772342,242.1033873,136.015345,31.23610799,1.443653917,85.7122703,198.7294821,260.2353968,48.80292086,3128.829304,2.097799561,8.284457624,442.6431115,3161.497454,252.4659437,25.73687906,40.75029736,54.41582644
212,27.65377719,17.70449483,77.77650375,42.25876862,72.16276631,29.88324548,278.1371346,2676.633747,1149.735664,308.9724184,1626.728385,4.321613602,14.08026816,1334.080147,1748.606724,373.7320203,64.38484058,11.90981253,28.48313662
596,36.06776729,4.693501752,166.6034552,147.5446994,10.95551405,31.05129256,290.9779576,1751.799544,483.1779065,386.8469761,1661.63254,18.90344445,4.971105764,682.279116,1134.920467,387.5017757,87.87143493,36.15277421,76.35049095
541,6.769046293,20.579995,265.2229354,21.96601768,84.73715677,32.2467241,171.378141,1713.562722,440.1267603,388.3290381,361.6952222,19.54154839,13.10834695,1108.466717,1634.592048,254.8130219,42.39502838,47.22162147,72.97417694
663,40.97346795,6.386573724,198.754437,31.10033459,5.362892653,12.85908192,42.9003368,1525.821679,121.7960264,347.3777288,2380.601087,7.837056922,11.57938601,1385.59905,976.3212357,159.5551198,91.1905543,26.86083824,32.16436607
367,33.25551753,6.371622756,164.5577581,28.44950105,28.44826757,35.98858345,112.364473,254.7125534,609.0997022,244.3089382,2892.282029,18.50407741,4.093280422,671.2566462,4519.388928,487.1338652,99.32321015,27.46143042,91.30669803
609,8.679156438,13.88738615,104.0567884,134.2044668,75.38588533,5.47818283,239.319679,315.1367126,175.365658,283.3376219,931.8271857,11.12408118,1.026940851,367.7883195,2046.215743,335.0476794,11.50311294,23.59064484,19.39343123
485,44.31103808,15.23055844,106.5705548,98.4895903,35.04566422,10.76424649,110.2172186,1822.690417,335.8207941,121.230263,1532.422998,5.759978085,1.976785345,823.9651032,1301.868594,210.0363845,24.07226561,16.96861703,98.44194156
486,46.43925802,14.92206899,204.151217,23.6635382,14.67977687,43.99603229,26.10516549,1055.827786,414.484015,256.0004639,2952.053745,14.19677506,11.06316204,1371.317162,2297.198421,147.4269799,95.0875954,24.30709652,87.42230299
212,7.748508193,3.195684098,298.3004148,66.60818934,39.22222229,37.19743439,167.0354733,2755.940796,980.150272,187.7033243,3082.20959,13.34858523,3.395211202,1226.12418,1670.627217,368.2404617,95.87444096,30.53756908,71.91087809
180,17.45949417,22.0590607,201.9333651,92.67940574,30.68736221,1.673532147,253.5362554,1249.442085,1056.811948,197.9867625,926.8119329,19.78794372,5.883428347,192.1617807,3747.654344,128.6698883,10.67302026,49.31358704,94.48748995
212,41.27905759,7.374401022,171.757191,13.43614866,85.05763071,13.17043676,238.7779161,472.6803032,397.8362651,305.5328585,1971.940157,5.668422104,7.774637907,1069.60192,4858.977568,94.1378946,2.484851537,46.95046341,75.00800515
101,38.67168607,4.108358111,221.888648,132.4800389,34.76805217,11.50591767,52.53694204,2158.420559,1037.502839,119.9481587,754.4767122,13.6051603,11.01928844,900.6565314,2246.364918,269.6186056,16.9489023,43.24549496,27.14112973
319,13.30344587,22.32995392,144.9096276,120.7369268,79.94858482,14.26951007,201.8293843,915.3925933,1035.815578,134.0354486,446.3877981,1.514463223,2.141852737,1370.448447,4319.06366,152.0938224,99.60526555,44.56739625,49.79405243
665,14.42071955,23.93563596,27.44127935,76.27580926,89.72785376,13.13042874,66.15127903,1600.137407,929.3485929,370.6102985,3197.809705,2.716097755,6.392312877,271.4739836,2872.72906,318.163521,18.81996204,23.92460998,16.43527219
324,21.67124463,21.69106281,173.0660766,145.1018657,46.21265486,4.063788491,65.46226037,2108.606717,218.6993811,31.92747499,2889.725514,0.576408312,7.533557183,847.6505585,870.454759,67.78995069,50.75221307,33.21477203,45.06916801
484,26.80353433,20.42838579,287.7113325,63.24638591,91.44459867,23.48808531,262.221532,2705.779128,843.8712739,199.3973764,2684.118666,19.98948328,8.341992428,1331.247771,3484.051436,330.9211412,84.99335492,44.85826942,76.74427178
502,32.82146472,16.72580754,60.83785328,147.6324375,40.84521513,36.90394026,74.90068582,2386.964025,1136.777674,365.9923122,265.805484,16.14433709,12.3662293,674.0333014,2615.829036,148.8152987,3.019759458,20.25458748,44.77990158
229,21.60111378,14.22057689,210.1014183,100.5200798,96.58744957,30.72985451,78.97420396,2045.26515,834.9215506,248.041573,2968.677895,15.84109879,2.989333828,774.7928848,3287.971964,10.11903787,60.84440924,48.12636144,39.72647579
152,25.81406223,3.087682238,68.27076971,95.56601971,13.48250483,33.97071176,0.196017228,2054.917888,431.3593765,223.0987589,1589.349858,10.43965847,12.21355605,198.6449487,4459.468322,72.19866826,28.42551944,21.37351704,63.58201503
515,38.63619222,10.80287711,165.3900285,25.7272794,70.26683032,4.976309748,261.2007102,2840.4777,625.666215,107.4002299,1264.143419,6.351308117,10.5467372,489.4010966,2258.129396,467.4715351,86.37115673,30.4530506,88.49840761
346,6.65074413,9.944524408,38.0361704,132.407236,51.91233384,47.6230448,237.778444,922.6810876,792.5837999,143.8774407,1958.019627,3.449653547,8.560126806,554.3093088,4515.770354,435.0037732,29.06265378,35.78043095,14.28248733
538,16.3596625,7.23409081,140.6075715,64.6959635,41.82663652,42.08609986,188.1986805,53.28067788,637.15597,342.2988822,410.6010253,6.051157408,10.64315412,1423.171428,3778.27817,124.4684257,68.98881631,47.57900864,44.69233912
302,37.10073136,18.36208273,229.2873654,25.17277746,65.10762848,40.44942561,225.0797292,852.2659502,187.945883,228.0950714,2672.598268,7.831438828,6.474257215,495.7343048,2494.164137,391.4022332,67.74774361,12.98619743,24.24166676
283,45.2843077,12.90101764,110.795742,2.878520476,71.86642371,41.32620645,45.61457023,692.7795699,408.8736513,210.7494556,2080.279261,15.24804689,2.506764997,745.2162294,3055.788465,308.2000807,22.92786134,37.56041793,72.58188257
222,28.0254849,2.945109182,202.8244001,84.40359686,5.414510617,46.7028149,137.4970784,2002.412026,972.7554351,48.83608828,734.4063294,11.02340488,10.15359598,1039.826193,1695.347549,485.7433086,4.445120787,26.51996372,19.51521044
500,28.94510684,6.284396847,240.6804886,79.5825437,20.86054343,27.66844434,105.3658162,1919.449219,1040.630753,16.25098102,739.9894792,2.010930718,8.107748447,327.0567214,4919.626769,193.0667732,41.5157078,14.15929989,69.83269827
393,9.82274051,17.39821033,278.8815676,108.1836897,72.73937481,10.81381888,28.13295788,1800.711079,207.8950376,385.8372236,726.4454153,0.851565675,9.770934608,781.019342,3370.020699,343.9157001,29.63012204,39.05373515,35.75627837
379,25.13355651,2.827140628,78.04620374,133.6484499,68.30661429,31.22239678,145.8391456,97.91815747,1145.244765,157.0246052,293.8081177,2.495477501,5.400982325,1133.954655,314.8495772,41.13250399,81.08879721,28.05889173,27.90251324
297,28.96777699,21.42896594,125.8016156,12.83158111,96.77451299,37.40119319,276.2218951,2199.895261,428.1460105,245.2530942,2098.514728,8.504724917,13.64956537,1313.597298,1700.447338,204.1611999,80.23605466,33.38771721,94.2717302
610,15.91117266,12.88351665,54.20064387,109.9929771,77.29859007,37.15795227,12.01773572,1004.414717,811.6607995,41.08887854,2957.183804,18.69726188,9.016863094,976.7629845,3154.240725,482.270654,46.24537127,16.82215236,11.66721191
243,17.11594539,12.53407786,297.8202156,28.92437967,95.32340723,26.55100218,87.43827405,2011.915168,914.5989179,276.4145714,159.4939276,12.92934838,1.738336022,1036.674921,376.0330612,274.1006285,61.04471031,24.58242364,49.39995447
300,21.97778734,15.21778683,278.8302807,128.8683809,71.74134765,4.354477247,62.26228086,1691.906364,983.7381698,373.7010164,266.6157929,16.13560505,7.022157865,276.7968616,217.0325375,151.0609566,60.82169208,31.2503583,11.94642932
223,5.9032039,20.79234318,166.5875678,123.0404636,33.31495982,19.18453398,71.4439961,1061.05623,1137.612158,234.5094487,2047.418941,9.594304593,11.46716279,1424.087096,2305.118774,68.93277193,82.88865669,20.8406299,53.52337433
286,19.49356245,9.34742099,254.1896554,81.57826949,15.00966761,46.11756381,272.5303656,446.999988,409.8574802,59.18497573,2886.28533,7.552488622,12.01495115,285.6037085,1730.18188,354.7288867,43.075239,10.72025445,55.094264
425,14.51516031,17.27238766,161.0778134,106.826177,79.27326702,29.63799658,140.4207163,328.5357481,1037.282423,236.8713957,1210.912228,2.613807268,7.671657265,1184.542112,2247.663179,325.9794613,28.2692213,48.12038412,38.94962243
563,19.73738085,14.57756714,190.8398495,47.83816686,66.19417604,27.37826522,139.8898239,2502.979083,201.439939,308.8754131,1288.688956,17.58069393,13.47383978,470.7428505,1387.197218,193.2299697,27.2384569,26.06190946,21.89455998
448,10.38929593,7.408678484,35.84608531,71.20401694,9.577671177,14.1738222,228.1726927,2759.272749,860.7970423,168.5024493,2127.578091,15.77162057,4.381192339,1407.030401,907.11696,475.9612624,54.08303565,36.96209814,43.8748784
502,45.07372763,22.08711967,229.0284219,123.4238978,39.20479426,19.05399708,46.3476612,1966.874738,903.2743889,353.1367217,1032.323823,3.778302903,6.45368111,1107.943355,3476.802449,20.87937836,45.46567207,21.14131248,70.50366459
445,31.71166041,20.13822452,47.03691025,69.43051438,95.89598247,44.87195837,146.1796062,355.1306388,829.3817274,262.9863518,190.4684447,10.489081,13.5296552,1155.339198,2621.39847,158.8246873,44.57195633,18.40145644,80.41562278
610,35.55960436,16.80284403,249.5596128,54.31194153,52.53810884,33.65668933,128.9955642,1235.98029,340.1619466,360.7070781,2599.776962,10.00380875,13.49572239,406.6828423,1080.755635,461.3240483,10.02259657,20.95105062,57.76755421
246,40.51270574,21.4139615,236.7881454,74.63765464,46.10926792,39.58196431,179.0732072,2200.37064,1053.999619,253.1670714,2227.209704,12.68928528,10.44283515,720.2559673,1665.988189,167.2583648,72.14177033,21.05063555,63.0850955
247,27.42989895,21.81506082,215.5359623,124.4091386,48.48146249,23.26292573,299.867311,2350.471608,244.1872329,61.20230908,2074.570397,18.95064443,12.95521793,964.9384724,2999.858748,133.6038886,22.15993211,27.66482568,28.0554734
588,8.911412964,18.00071144,20.48651035,50.94599906,24.84385878,31.88211375,230.8346682,398.7449358,111.6800102,130.7797673,2621.726039,11.80554311,1.787212371,1177.963065,453.9238065,271.7680009,20.49840939,27.63002363,35.85972999
650,29.16979438,21.08831988,97.90722322,26.89047738,40.02718123,13.17079683,119.3597109,50.09062059,875.0847392,88.70002982,2395.784848,11.0342367,13.04242716,245.5431263,822.5197454,413.6628575,41.86307371,25.36053698,24.5706049
437,31.40785031,17.73931508,86.30264527,107.090089,40.13225932,35.56758068,248.2659157,2150.804285,596.7970725,364.4423341,799.9987598,1.481297192,5.148988645,1447.311443,458.9034601,60.54191283,23.55005582,7.604503461,32.4365815
572,38.54477634,17.32337852,114.4395582,124.0707537,9.973726918,21.95246535,51.21250899,1101.958719,1026.462723,306.5560262,1298.43556,1.726695782,3.08580693,1346.308939,4080.35493,472.0801477,58.80196846,25.30769845,30.23981022
250,24.42467958,15.84667308,35.41639656,15.9949843,77.91892471,22.68473023,9.139105893,800.7199283,490.9067122,273.7953639,528.7744817,4.153262431,3.970862627,478.4880267,3786.805243,399.5857118,37.77487059,9.286091121,56.75039078
514,10.74111363,19.06519935,281.7177687,36.7412428,44.56792103,32.8167939,61.33451174,88.04753588,243.5203768,127.3768647,541.5138456,1.133180048,6.560543366,1251.86434,3791.233366,98.81262522,45.44226054,7.180653528,60.64198802
397,17.76991576,4.806522527,170.6026498,22.15382647,83.10708925,46.87775045,102.1234668,1643.88325,1011.908521,81.7774611,2399.065538,14.99538146,4.142284067,825.6534923,3609.994183,358.883901,54.17976284,46.69964015,95.04526787
362,21.33870334,22.14089822,98.60205009,52.84327033,85.78306011,4.136310984,153.1742272,2560.89467,681.2460764,305.0159243,3019.240364,14.60494093,5.148229997,746.5290742,3379.988576,198.6297741,21.15001673,30.64255064,27.60135824
243,34.06627586,21.92424467,125.12464,68.10229586,25.1394352,41.41241863,184.5387422,2875.013357,267.5751612,194.9215989,3373.290785,3.153096571,2.457188048,540.2077481,2437.260385,207.1243923,16.41941066,33.31501285,67.75081391
445,30.68502371,1.701934793,139.6887367,112.5751242,67.44858081,15.32677241,273.1817152,1718.947604,878.4415984,98.05792534,2236.3802,16.80353857,4.794563101,913.3560213,3247.163001,393.8121453,88.16176838,20.68788985,83.55333421
671,21.02435267,20.81960201,184.1723567,98.02099015,49.8667714,22.75205327,152.9562029,1567.660917,637.7806843,250.4825715,725.9444994,3.518327679,8.798115311,1121.844765,287.9716185,481.7645559,43.93864658,45.5400637,60.42173174
101,49.3931862,4.092876819,159.547034,93.51835655,88.6148901,2.07375311,150.3826934,300.9163372,744.9599296,25.73020233,459.2111745,6.372923946,6.906878767,675.3060669,3145.175671,72.0613777,41.79726735,32.25859399,32.95032873
403,32.25986687,9.042852502,276.6236722,53.50386704,25.49536452,15.75125781,15.07290295,1669.174765,580.0330889,137.2063991,2863.693303,5.355049534,5.527422038,980.9068702,3911.600757,216.1088161,4.525602877,38.68932361,33.6295207
353,15.67520563,18.84419815,154.11941,126.3756854,69.39225403,25.62893089,10.4734658,1170.938283,1003.015331,192.7372279,2067.77202,7.759988422,11.32355587,1079.03809,2551.755966,245.661388,50.29965396,19.05956098,13.53277478
552,9.580211268,4.858237505,297.7258243,71.22178794,62.73645161,3.75262779,165.3479886,1841.049079,1003.997123,67.7037503,2202.169071,5.465943435,13.45589459,1095.570544,1851.815309,194.3927903,55.86280244,48.04058216,37.48998039
136,11.87866126,20.63120858,256.9132377,146.8866358,33.05364037,25.06369074,131.453584,1196.742726,865.7971451,394.0152463,2756.971102,10.03454307,11.47344373,172.7525374,1459.391001,187.9626706,56.32524622,41.20260322,77.01433111
259,16.06809778,20.97122027,70.46804916,95.48717861,17.97708585,46.42842081,251.7541185,758.8824142,171.211584,91.54797219,2491.142574,8.444453686,5.314010181,1303.646928,3249.730046,35.61164711,70.99608576,42.84347469,14.27659815
108,12.2306618,13.17922561,279.8726122,19.81344649,66.90577725,6.164267687,48.20387541,330.1475619,1014.681941,60.83772072,2937.15806,19.73810507,11.29441143,741.5546407,3494.725873,345.9139241,18.57070166,9.437519104,29.73657543
332,13.39551608,1.153260921,43.74625539,101.7504567,75.16675852,38.45759568,7.491498635,979.0094115,821.6649276,89.37860082,291.1272786,1.590563828,2.703712646,467.3825144,4367.741239,223.7450644,25.97009029,14.27719719,73.56092487
198,17.82928259,7.888915196,247.0604155,49.4404983,34.98459766,21.07388162,134.7116304,335.1022611,851.5777909,309.9338419,2641.570165,3.27253684,2.389610827,438.4703105,1777.437004,105.4489633,81.26231606,14.99570338,80.43864065
307,12.80181179,15.80624604,120.3807551,103.2627523,66.25909738,33.10351201,71.24356703,571.8460049,467.4302665,175.9472071,2992.899375,1.530104931,5.511592037,776.219758,3871.884306,409.8564161,94.76989107,14.27455194,50.97865691
230,45.35444411,24.54846827,264.6125529,11.37653108,42.53743622,13.7515933,14.884312,2962.641668,1061.17149,230.5122165,1072.859144,12.7039033,12.21168435,1341.564155,2850.643539,403.2547666,14.45734199,42.91499994,72.82669046
503,8.610518555,16.16352465,261.7364401,27.05733414,72.75465391,8.815120865,217.3794861,1360.105493,884.1773403,18.19357122,2277.520732,1.56293091,4.072049585,629.6866144,4425.898804,248.3318978,50.2673059,2.562354965,44.91569518
251,28.60301253,7.235285946,243.718366,128.5048516,23.92545111,8.862668099,33.47789999,1619.021711,179.4790365,23.42821034,1168.151017,16.81057488,1.417174429,1149.616045,2686.279331,156.240824,22.20344902,4.72889946,24.39219205
153,23.46785721,16.21613687,239.1088265,34.849754,89.57042525,4.454105337,182.49585,2627.17466,518.9447396,183.8719644,3357.101626,10.4828033,2.40978826,235.5462234,2636.386159,322.6654356,6.947243667,14.42182866,45.83345442
219,49.20703776,13.95964911,98.35695034,125.7191277,32.30391166,10.09668854,84.31492505,2986.928256,1069.337416,328.4955448,213.6401463,10.77664868,12.95180204,766.479383,2931.597699,151.1945465,33.22483047,10.79377576,62.19710382
686,10.0417506,19.71628948,33.46659208,42.61213718,39.93966884,33.54674986,52.04881511,1769.007626,104.276207,355.2431627,2071.295669,11.4510929,9.689857629,1488.360597,3771.64524,125.6438859,15.22507489,12.36112108,95.32479537
519,22.90350196,3.567535332,126.8642518,96.7894046,10.51873545,44.20283998,113.9254569,2446.797772,1155.629113,43.81556136,666.11206,3.830867273,4.171416869,1178.612924,4826.983346,367.9521805,71.28337427,40.09921627,16.18758569
521,48.6261695,19.26466966,60.32210935,104.4284355,15.59366017,40.89215859,240.4337329,1014.476022,831.0369536,219.9616098,2521.548698,4.354960911,8.551789467,394.7398838,460.4604357,29.75936746,53.83881595,28.5932031,55.66546845
203,43.94782067,13.99039789,211.5358158,77.38555822,54.00688076,34.57158118,117.6280731,951.9446745,776.0823743,366.1595776,698.0269636,6.716937796,8.149904525,802.0180632,361.8295517,56.43655081,15.23961263,1.282762403,39.60278004
353,41.76824319,24.11180809,110.3689207,46.49129083,30.42130429,6.411161307,225.2308948,1237.975977,361.143145,161.3093742,900.3030905,12.07318011,10.00382169,427.0746691,4693.996653,13.32620527,1.914917252,22.03681552,55.74805248
326,16.60562722,9.204931985,292.9269582,32.68401208,84.37062145,15.17018487,37.64588904,2033.896425,336.1105571,333.5306743,1780.860758,4.597296631,3.881219539,673.3852982,2696.390565,84.94216137,81.00754785,20.98636142,12.15779026
211,12.68994143,16.18292544,195.8819024,5.94521383,6.395871922,16.18053689,231.8314259,2062.465483,1133.366952,62.14130522,3210.43883,2.768468679,13.03384331,1192.117633,3113.024771,43.80510427,18.44324621,6.583318203,38.17228192
609,35.0889449,23.36867453,248.5193635,46.28801378,41.01393462,13.24789037,71.07999747,979.9563322,393.0133224,374.803851,819.8288653,19.41727929,4.98584415,1179.714741,2463.875648,497.9431602,61.01544758,34.13094764,83.78813328
572,46.82191951,3.460233472,48.4321551,98.32125579,37.04782694,26.23527733,203.217939,442.9692762,941.8310912,303.0550938,590.4160718,0.928645389,10.56490898,419.3405291,558.9215178,151.5168853,34.35526939,35.40276223,59.85475605
198,30.05433019,23.49348369,259.9841999,140.8074179,6.836124937,27.24213693,169.7344665,1915.568957,502.0900679,377.1204132,2680.521228,16.1525994,0.733807372,1391.112645,3863.637954,83.14132621,58.96310789,36.32376773,50.55242435
252,30.72257103,17.50925734,277.5995852,130.8094679,16.81499791,18.48741278,278.7434152,428.5612935,210.1421814,273.8807211,1802.10641,15.86668542,5.903528383,929.5954559,3761.400761,128.0881664,32.24970907,36.69507633,35.69725645
437,17.59905921,2.628089419,151.2479565,115.1436517,44.29605412,18.33566878,116.1967554,1756.552899,62.32259235,151.7275335,3200.069382,6.29567522,5.59979236,631.8940073,1627.346275,468.7015301,9.607016509,1.00258852,36.82382705
